30679,2017-06-30,353934.0
38768,2012-12-31,94940.0
25628,2015-10-31,227870.0
20317,1999-09-30,132888.0
43253,1996-08-31,146039.0
5504,1997-12-31,294313.0
37619,2021-05-31,360706.0
36951,2017-01-31,439887.0
15449,2019-09-30,373597.0
9310,2010-12-31,152295.0
54754,2011-08-31,282469.0
30879,2006-09-30,131113.0
53570,2010-05-31,205257.0
51773,2019-02-28,309278.0
31399,2021-05-31,272350.0
46734,2022-06-30,550133.0
33906,2022-07-31,538247.0
36859,2006-04-30,171873.0
53783,2019-04-30,94066.0
23223,2001-07-31,91421.0
20317,2010-07-31,187653.0
4398,2015-01-31,182876.0
15596,2010-01-31,121592.0
51773,2019-03-31,309234.0
22042,2005-12-31,150883.0
51675,1998-09-30,159586.0
34785,2014-04-30,119775.0
53570,2019-07-31,313074.0
44770,2007-08-31,234201.0
28505,2017-05-31,197920.0
5445,2018-08-31,176437.0
7394,2019-01-31,323720.0
51246,2020-11-30,465240.0
43582,2022-09-30,389438.0
8638,1999-10-31,174531.0
57054,2016-07-31,212320.0
50465,2010-10-31,162615.0
19093,1999-03-31,124381.0
9804,2011-01-31,199213.0
15449,2005-05-31,228041.0
16942,2018-10-31,272316.0
23719,2009-07-31,199453.0
50284,2006-03-31,139497.0
396846,2017-02-28,550020.0
21875,2013-10-31,102413.0
3844,2009-02-28,446596.0
10769,2005-08-31,269305.0
56628,2016-06-30,293306.0
33990,1997-11-30,99731.0
16916,2009-05-31,177985.0
9362,2009-02-28,234918.0
45977,2008-11-30,245052.0
30879,2021-10-31,267575.0
30903,2010-12-31,265954.0
17582,2002-12-31,173860.0
15449,1997-05-31,166347.0
23979,2006-01-31,139196.0
396846,2006-10-31,462230.0
53138,2009-03-31,327588.0
8168,2020-05-31,260980.0
20403,2005-01-31,204809.0
8625,2002-06-30,133796.0
13587,2006-05-31,178016.0
36859,2019-03-31,227330.0
53278,2020-12-31,411723.0
10769,2018-07-31,282537.0
12751,2019-09-30,373569.0
41108,2009-03-31,265037.0
56224,2018-08-31,177430.0
28584,2003-04-30,125589.0
55039,1997-06-30,203877.0
33499,2005-04-30,197728.0
30762,2002-04-30,168118.0
42550,2011-11-30,152628.0
13330,2022-06-30,699919.0
3431,2012-08-31,466076.0
5504,1997-07-31,286537.0
34749,2014-05-31,426162.0
45723,2006-11-30,105291.0
28381,2008-04-30,275475.0
28041,2002-11-30,194674.0
34514,2008-06-30,153459.0
21132,2012-06-30,182970.0
43964,2011-02-28,190378.0
38438,2013-08-31,226111.0
5891,2007-12-31,274726.0
44770,2003-01-31,148283.0
35831,2018-02-28,159174.0
54278,2006-08-31,295412.0
33275,2002-07-31,123509.0
19093,2001-11-30,140991.0
53210,1997-12-31,166040.0
43441,2007-03-31,133312.0
29853,2003-03-31,223569.0
47928,2015-12-31,165534.0
54115,2015-05-31,232195.0
48079,2017-08-31,152155.0
52735,2022-09-30,447175.0
11914,2004-08-31,212681.0
43964,2018-09-30,285400.0
4680,2010-07-31,152908.0
42938,2000-04-30,143673.0
22042,2021-12-31,369532.0
30043,2008-07-31,210343.0
3311,2013-09-30,245603.0
39161,2004-01-31,197375.0
43441,2003-09-30,89700.0
11110,2013-11-30,258058.0
45713,2013-11-30,160925.0
25925,2021-04-30,230001.0
19093,2004-11-30,186281.0
4675,2013-10-31,253266.0
33200,2014-12-31,97507.0
34328,2008-08-31,295882.0
28867,2001-01-31,109918.0
34328,2021-06-30,418580.0
45704,2017-06-30,196277.0
15596,2014-07-31,128339.0
17491,2017-06-30,309395.0
37052,2021-07-31,318955.0
17763,2012-09-30,170659.0
30498,2010-07-31,262200.0
45329,2021-06-30,429257.0
24967,1999-04-30,160843.0
44770,2001-05-31,144904.0
46848,1997-10-31,74486.0
26077,2013-04-30,270433.0
49580,2020-09-30,527575.0
31913,2006-08-31,188250.0
14113,2014-02-28,153730.0
50962,2012-04-30,231714.0
7943,2007-06-30,314822.0
30149,2005-05-31,166604.0
21447,2006-11-30,453728.0
53810,2009-04-30,302304.0
207389,2001-04-30,103252.0
21304,2022-07-31,355405.0
13373,2015-03-31,357247.0
20624,2020-10-31,189534.0
38902,2018-12-31,265264.0
18878,1996-06-30,72275.0
207081,2020-11-30,258830.0
52735,2017-05-31,258752.0
41055,2013-09-30,178464.0
46022,2001-10-31,170414.0
39436,2017-06-30,268159.0
206770,2011-09-30,293331.0
21304,1999-12-31,102138.0
206811,2019-10-31,243473.0
37619,2005-05-31,166661.0
51636,2006-10-31,218956.0
43964,2006-05-31,228546.0
6004,1996-06-30,140403.0
17685,2005-02-28,316836.0
41108,2009-11-30,255485.0
3815,2022-08-31,514839.0
31829,2000-03-31,144671.0
51151,2017-04-30,229893.0
48474,2015-05-31,173711.0
31355,2012-12-31,115200.0
7053,2008-12-31,329237.0
15449,2012-02-29,199891.0
30275,2005-10-31,421143.0
19093,2016-09-30,236792.0
54278,2014-07-31,226570.0
3955,2020-01-31,414599.0
207293,2007-06-30,161457.0
18271,2009-07-31,196903.0
32879,2014-11-30,132690.0
37973,1999-03-31,175375.0
17292,2003-12-31,99195.0
22661,2011-11-30,86561.0
32197,2019-01-31,604028.0
17685,2001-06-30,246541.0
21304,1998-01-31,96314.0
48321,2003-11-30,266347.0
4216,2012-02-29,244463.0
13373,2014-12-31,344683.0
207297,1999-08-31,210372.0
4451,2012-09-30,262412.0
7943,2000-06-30,195179.0
3311,2019-05-31,360847.0
49691,2014-03-31,289630.0
29443,2018-05-31,256833.0
31829,2009-04-30,235775.0
40925,2001-11-30,175896.0
34777,2021-08-31,327676.0
11150,2018-04-30,163835.0
12556,2010-06-30,251612.0
34328,2016-01-31,280514.0
39355,2020-01-31,305509.0
207441,2009-03-31,322098.0
57274,2011-09-30,124966.0
41108,2006-03-31,255346.0
30498,2020-03-31,346927.0
16942,2018-04-30,267615.0
50247,2000-02-29,145764.0
3955,2019-12-31,412474.0
27499,2021-09-30,502200.0
53783,2021-12-31,179456.0
53570,2006-07-31,209185.0
30738,2017-02-28,156255.0
23979,2010-03-31,154794.0
34358,2012-07-31,180287.0
12556,2017-03-31,279103.0
9804,2009-02-28,223860.0
25661,2015-03-31,183672.0
11914,1998-02-28,170237.0
4836,1997-03-31,143334.0
31785,2000-01-31,135262.0
32408,2021-08-31,154685.0
27420,2015-09-30,193797.0
13960,2015-11-30,124747.0
22967,2014-12-31,243737.0
55039,2014-01-31,333301.0
10043,2007-05-31,185813.0
49914,2000-04-30,86172.0
56250,2015-06-30,117330.0
38902,2019-03-31,269459.0
35447,2002-07-31,213661.0
13330,1998-02-28,221000.0
19093,2020-04-30,315921.0
10769,2012-12-31,179757.0
49914,2012-11-30,110971.0
49529,2004-05-31,128797.0
30275,2007-02-28,448471.0
43505,2018-09-30,247120.0
37793,2014-07-31,154887.0
8168,2021-09-30,334535.0
17292,2022-02-28,245507.0
38902,2004-08-31,147387.0
13330,2022-02-28,649548.0
33211,2022-09-30,294554.0
34749,1996-03-31,231858.0
43776,1999-06-30,148471.0
48322,2007-11-30,277641.0
43441,2018-01-31,163918.0
53210,2010-07-31,287234.0
48474,2020-06-30,254274.0
30762,2003-10-31,173131.0
23979,2012-07-31,141691.0
28381,2004-11-30,179328.0
30381,2014-09-30,285123.0
48474,2016-02-29,179601.0
